회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,산업분류,산업분류_제조업,상장일,상장폐지일,총자본증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,매출액정상영업이익률,매출액순이익률,자기자본순이익률,자본금순이익률,기업순이익률,매출원가 대 매출액비율,금융비용 대 총비용비율,감가상각률,차입금평균이자율,사내유보율,평균배당률,자기자본배당률,배당성향,자기자본구성비율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,유동부채비율,비유동부채비율,차입금의존도,자기자본회전률,자본금회전률,매입채무회전률,재고자산회전률,비유동자산회전률,유형자산회전율,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,인건비(백만원),금융비용(백만원),임차료(백만원),세금과공과(백만원),감가상각비(백만원),부채대비영업활동현금흐름,자본대비영업활동현금흐름,매출액대비영업활동현금흐름,3년지수가중평균매출액,업력,연 변동성,PER,PBR,건설업,부동산업,label
동아화성(주),A041930,2020,5,22,22,고무및플라스틱제품제조업,C,C6,2001.12.26,,-3.61,-6.51,-0.79,19.44,-1.53,-9.27,5.07,0.95,2.27,30.43,1.55,86.47,0.43,12.32,2.8,0,21.27,1.74,19.22,47.6,92.75,83.57,118.4,90.63,9.87,187.79,110.08,99.09,10.99,32.18,2.38,32.72,8.17,9.46,2.49,2.7,22.22,57.96,141.05,19.51,62.27,31798.37,1144.19,0,0,10862.39,0.126295927,0.14212513,0.199125289,25576837.2,47,0.739700723,14.91,1.49,0,0,0
동아화성(주),A041930,2021,5,22,22,고무및플라스틱제품제조업,C,C6,2001.12.26,,18.19,7.58,24.95,40.39,25.99,10.31,5.56,4.55,10.93,164.01,5.47,84.62,0.21,13.4,1.8,0,28.99,1.92,19.58,50.19,81.61,75.42,129.22,95.16,21.16,194.62,99.24,91.03,8.21,30.57,2.35,36.09,8.93,7.98,2.71,2.97,24.26,68.06,164.03,22.82,50.56,33315.37,589.41,0,0,11695.03,0.147565601,0.153566209,0.250607194,25677796.9,48,0.504204538,71.18,1.8,0,0,0
동아화성(주),A041930,2022,5,22,22,고무및플라스틱제품제조업,C,C6,2001.12.26,,1.88,0.47,-0.93,3.51,4.85,21.08,4.13,4.39,11.22,192.16,5.99,87.12,0.31,14.1,3.41,0,22.54,1.38,11.21,51.3,83.01,78.27,125.94,91.26,24.24,175.14,94.92,88.86,6.06,30.11,2.51,43.7,10.11,8.13,3.05,3.46,26.47,72.78,175.46,20.95,51.35,37615.24,1089.87,0,0,13304.8,0.122819199,0.119180765,0.189985932,27319749.17,49,0.557072375,10.39,1.01,0,0,0
동양이엔피(주),A079960,2014,5,28,28,전기장비제조업,C,C10,2005.2.1,,-8.63,3.76,-14.68,-26.57,5.29,-19.87,2.61,2.21,6.65,267.92,4.15,91.22,-0.09,14.31,3.32,100,58.47,1.44,14.51,69.97,50.42,48.75,234.14,179.64,71.21,91.56,42.92,39.51,3.41,0.87,3.01,121.47,7.92,11.55,5.97,7.13,35.61,122.98,317.17,17.32,60.65,50157.18,-442.68,1374.83,5062.97,9603.9,0.295302745,0.15809834,0.233679137,37800633.37,28,0.356771514,3.06,0.55,0,0,0
동양이엔피(주),A079960,2015,5,28,28,전기장비제조업,C,C10,2005.2.1,,10.39,11.14,10.7,16.11,9.76,-2.79,3.96,3.79,10.37,449.74,7.08,90,-0.06,14.8,2.1,0,58.47,1.35,17.99,69.99,50.15,48.06,240.68,181.92,102.48,87,42.88,38.53,4.35,1.86,2.71,118.08,9.12,12.28,5.4,6.45,32.55,110.2,340.37,17.98,55.45,46276.61,-295.22,1188.75,4491.72,10756.5,0.361855083,0.155246727,0.238009795,38589207.53,29,0.341887344,10.29,0.68,0,0,0
동양이엔피(주),A079960,2016,5,28,28,전기장비제조업,C,C10,2005.2.1,,1.84,-12.12,8.93,-8.07,6.65,-5.07,3.63,3.44,8.41,394.26,5.71,90.26,-0.08,14.45,2.18,0,58.47,1.24,13.93,73.12,41.81,39.76,300.61,238.67,86.98,102.33,36.76,31.59,5.18,1.78,2.38,112.1,9.03,11.3,5.19,6.19,28.22,111,374.21,16.73,55.12,40617.02,-362.07,818.45,3677.1,10262.11,0.210921001,0.083793631,0.153466304,35145422.63,30,0.291030507,5.71,0.58,0,0,0
동양이엔피(주),A079960,2017,5,28,28,전기장비제조업,C,C10,2005.2.1,,3.25,-15.2,5.09,4.97,2.3,-3.6,3.39,2.06,4.46,218.3,3.12,90.47,-0.11,15.68,1.95,0,58.47,1.24,164.4,72.5,40.47,37.9,312.72,248.36,138.59,87.55,37.93,31.17,6.77,1.46,2.2,108.07,9.17,11.1,5.35,6.9,24.05,114.92,413.21,15.26,60.03,38914.84,-449.24,758.66,3090.89,9691.21,0.344330585,0.128620087,0.245253347,34427855.27,31,0.15790087,6.08,0.51,0,0,0
동양이엔피(주),A079960,2018,5,28,28,전기장비제조업,C,C10,2005.2.1,,-1.4,-4.12,-3.86,5.81,0.49,-7.91,1.05,1.31,2.56,126.99,1.41,91.28,-0.35,16.34,2.38,0,58.47,1.22,38.74,73.94,42.06,39.24,332.28,257.02,29.44,157.41,35.24,28.04,7.2,1.74,2,99.52,9.87,9.7,4.84,7.07,20.54,107.66,504.67,13.96,66.54,36319.18,-1364.74,825.36,2960.41,8913.61,-0.252228158,-0.09227526,-0.197853999,32103849.17,32,0.169008923,13.52,0.38,0,0,0
동양이엔피(주),A079960,2019,5,28,28,전기장비제조업,C,C10,2005.2.1,,8.04,36.12,-4.6,32.55,11.83,23.41,6.08,5.3,12.15,640.07,8.77,85.74,-0.29,13.31,2.78,100,57.7,1.07,8.3,76.14,51.43,48.36,320.05,219.33,33.89,162.66,31.33,24.96,6.37,0.47,2.33,122.82,15.99,10.01,4.95,7.55,29.91,118.09,422.67,17.8,47.64,40923.19,-1340.45,435.36,3620.66,8188.85,0.382412367,0.12689235,0.281689096,31479577.2,33,0.377894112,25.47,0.66,0,0,0
동양이엔피(주),A079960,2020,5,28,28,전기장비제조업,C,C10,2005.2.1,,13.79,21.68,14.3,-18.23,10.57,-4.4,8.88,5.09,10.21,598.1,7.49,85.22,-0.11,11.49,1.79,0,80,1.37,19.29,73.99,52.56,49.33,288.62,223.64,58.26,89.42,35.15,28.62,6.53,0.38,2,117.41,13.9,9.23,3.85,5.65,25.38,101.72,293.85,17.97,51.9,43035.46,-507.22,0,2876.06,8825.08,0.973646219,0.32458013,0.760003001,31831655.37,34,0.529445759,5.85,0.67,0,0,0
동양이엔피(주),A079960,2021,5,28,28,전기장비제조업,C,C10,2005.2.1,,9.09,15.61,8.33,36.4,8.61,12.57,2.85,3.41,7.02,450.67,5.14,88.6,-0.03,12.58,0.1,0,60,0.97,15.95,73.67,53.37,50.5,274.01,196.34,17.35,113.01,35.75,30.06,5.68,1.7,2.06,132.17,11.37,9.77,3.89,5.37,23.67,91.36,207.33,16.24,53.81,45397.77,-168.56,0,3623.89,11261.7,-0.038783,-0.013752965,-0.025876718,38404843.63,35,0.468867564,6.06,0.61,0,0,0
동양이엔피(주),A079960,2022,5,28,28,전기장비제조업,C,C10,2005.2.1,,8.32,0.14,13.16,5.35,6.12,7.78,4.96,4.1,8.48,584.15,5.88,87.74,-0.2,12,0.79,0,60,0.92,12.98,72.17,50.72,47.82,270.37,199.01,34.52,102.04,38.56,32.49,6.08,2.07,2.07,142.45,9.79,8.89,3.98,5.4,23.72,99.18,211.39,16.36,50.51,46255.85,-1111.2,0,3461.03,11720.53,0.372570831,0.138585764,0.303689488,40540919.5,36,0.344705441,6.66,0.45,0,0,0
동양파일(주),A228340,2021,5,23,23,비금속광물제품제조업,C,C4,2016.4.6,,3.04,-4.32,5.7,85.56,2.07,48.09,11.78,3.43,2.04,23.84,1.58,74.15,-0.6,10.73,2.87,0,0,0,0,93.65,50.94,50.94,824.1,738.32,80.55,214.76,6.78,6.78,0,0.01,0.6,6.95,14.66,13.17,1.16,1.32,4.48,10.98,77.28,8.12,61.28,3458.41,-420.81,0,0,2508.3,0.109359134,0.006866024,0.046229705,5269445.367,9,0.493557147,0,0.73,0,0,0
동양파일(주),A228340,2022,5,23,23,비금속광물제품제조업,C,C4,2016.4.6,,2.69,-1.7,8.39,-2.9,4.14,4.39,7.26,6.76,4.07,49.07,2.79,78.04,-1.99,11.05,10.7,0,0,0,0,94.98,47.17,47.11,1127.33,1022.21,162.84,418.32,5.29,5.16,0.13,0.3,0.6,7.26,16.52,10.74,1.23,1.42,8.72,22.56,166.57,15.55,31.79,3587.57,-1343.34,0,0,2413.82,0.639123515,0.038449571,0.250681069,5789341.933,10,0.556396246,25.8,0.52,0,0,0
동일금속(주),A109860,2014,5,24,24,1차금속제조업,C,C7,2009.7.28,,12.25,21.9,7,9.96,7.72,-16.03,1.23,10.2,8.27,214.04,4.36,93.22,-3.62,10.26,2.59,0,27.74,1.01,11.41,81.17,75.81,71.17,284.03,224.95,37.47,93.22,23.2,16.69,6.51,6.72,0.81,20.93,12.81,8.26,1.1,3.52,10.45,58.95,190.71,16.57,33.44,4058.3,-2683.49,0,0,1800.55,0.356269967,0.074106819,0.357361784,6629565.467,31,0.192597274,7.8,0.67,0,0,0
동일금속(주),A109860,2015,5,24,24,1차금속제조업,C,C7,2009.7.28,,2.39,29.19,20.39,4.94,4.14,3.3,8.72,10.58,8.2,224.78,4.83,85.96,-3.25,9.94,2.66,0,30.73,1.07,13.7,82.66,66.25,61.39,419.33,343.31,34.19,106.66,20.97,13.05,7.93,7.11,0.79,21.62,13.14,7.95,1.11,2.89,11.24,63.85,263.82,17.66,29.17,3897.93,-2331.93,0,0,1904.78,0.349269395,0.077065847,0.464724807,5784256.1,32,0.176037229,8.7,0.7,0,0,0
동일금속(주),A109860,2016,5,24,24,1차금속제조업,C,C7,2009.7.28,,1.22,-1.5,-59.03,3.08,3.3,-22.01,2.66,6.24,3.62,102.95,1.34,90.96,-3.53,12.21,2.09,0,18.54,0.63,20.63,84.42,96.76,88.59,235.09,127.84,29.57,135.7,18.45,9.22,9.23,7.46,0.59,16.86,14.06,5.96,0.72,2.01,8.53,35.47,153.99,17.4,48.58,4990.52,-2079.01,0,0,2846.63,0.251787005,0.049579874,0.36391555,5123181.533,33,0.185328144,8.83,0.73,0,0,0
동일금속(주),A109860,2017,5,24,24,1차금속제조업,C,C7,2009.7.28,,1.36,-7.81,66.64,20.92,0.43,20.71,3.93,5.34,3.7,107.05,1.37,89.85,-3.07,10.34,2.26,0,25.75,0.86,21.81,83.7,83.52,81.58,210.28,140.67,26.46,135,19.48,17.1,2.38,6,0.7,20.36,16.58,6.42,0.78,2.55,8.75,40.01,191.23,14.98,49.81,5317.15,-2150.54,0,0,2668.74,0.238679346,0.045269314,0.236176957,5680449.5,34,0.146998511,13.44,0.51,0,0,0
동일금속(주),A109860,2018,5,24,24,1차금속제조업,C,C7,2009.7.28,,7.3,-8.32,14.46,17.33,8.21,34.81,10.12,9.86,8.93,269.59,5.54,85.1,-2.75,10.74,3.27,0,42.3,1.3,14.42,84.39,80.45,78.91,230.03,151.97,24.15,171.26,18.5,16.54,1.96,4.25,0.9,27.44,18.39,7.27,1.1,3.73,13.94,74.65,438.3,19.01,33.33,6084.44,-2465.12,0,0,2460.53,0.497457705,0.094366566,0.42486483,6794980.8,35,0.456084807,18.07,0.72,0,0,0
동일금속(주),A109860,2019,5,24,24,1차금속제조업,C,C7,2009.7.28,,8.97,25.41,-8.35,-6.31,13.09,-9.83,14.49,18.12,13.31,445.1,9.47,79.87,-3.62,10.56,3.93,0,51.5,1.46,15.92,87.62,83.31,81.39,261.73,170.95,25.25,150.29,14.13,11.78,2.36,3.32,0.74,24.74,18.91,6.27,0.9,3.12,17.9,84.27,439.35,29.49,25.1,6408.48,-2746.51,0,0,2145.73,0.789796637,0.127793377,0.84204001,6640150.7,36,0.147789753,8.53,0.8,0,0,0
동일금속(주),A109860,2020,5,24,24,1차금속제조업,C,C7,2009.7.28,,-0.95,-8.64,-12.47,-22.63,3.46,-32.32,5.65,11.33,5.26,189.88,2.46,86.96,-5.28,12.68,2.23,0,55.17,1.51,29.7,91.48,83.23,81.21,381.85,264.79,73.64,207.29,9.32,6.83,2.49,2.47,0.46,16.75,17.83,4.95,0.55,1.99,9.48,48.41,307.09,22.84,43.66,5845.12,-3141.4,0,0,2281.71,0.53775534,0.062836695,0.635260533,5455996.533,37,0.246227899,4.77,0.65,0,0,0
동일금속(주),A109860,2021,5,24,24,1차금속제조업,C,C7,2009.7.28,,15.06,7.44,49.64,79.94,9.82,18.38,2.88,21.71,11.21,375.57,7.63,89.2,-5.06,13.98,1.19,0,46.48,1.51,14.06,87.24,79.05,75.67,349.86,220.89,39.95,173.95,14.63,10.17,4.46,2.12,0.51,17.24,16.58,4.8,0.63,2.37,14.78,81.9,708.9,34.62,24.5,5884.98,-3468.44,0,0,2268.16,-0.006963461,-0.000842323,-0.005041533,6222317.167,38,0.241391028,18.09,1.02,0,0,0
동일금속(주),A109860,2022,5,24,24,1차금속제조업,C,C7,2009.7.28,,9,-3.17,54.52,16.4,8.27,60.61,12.5,12.59,9.47,305.94,5.83,81.54,-3.95,14.52,3.5,0,74.37,2.25,26.76,86.69,64.6,62.88,401.73,290.18,69.39,164.76,15.36,12.64,2.72,1.15,0.75,24.49,17.15,5.54,1.05,3.74,12.71,77.46,708.82,20.21,29.22,6582.37,-4133.02,0,0,2246.91,0.686461216,0.103024308,0.48683131,8312037.833,39,0.421428911,10.24,1.09,0,0,0
동일철강(주),A023790,2014,6,24,24,1차금속제조업,C,C7,1994.11.7,,24.44,2.42,56.31,131.57,-37.68,-10.54,-18.85,-36.32,-45.59,-390.88,-13.44,106.97,3.83,13.17,4.59,0,0,0,0,24.22,243.19,143.79,69.62,18.66,1.35,135.54,312.93,243.81,69.13,66.56,1.26,10.76,10.13,1.84,0.7,1.01,4.19,10.53,37.6,10.57,124.25,5191.8,2258.03,0,0,2179.81,-0.374986173,-0.697296891,-2.974624853,2834774.5,48,0.382502339,74.91,0.79,0,0,1
동화기업(주),A025900,2014,5,16,16,목재및나무제품제조업;가구제외,C,C3,1995.8.7,,-0.15,-3.45,3.07,3.44,7.29,33.45,9.94,6.45,6.05,288.11,4.97,77.93,3.05,7.98,4.2,0,0,0,0,46.45,178.39,127.48,48.97,29.49,4.96,123.07,115.29,75.34,39.94,34.9,1.2,73.62,9.95,7.94,0.64,0.77,14.43,21.6,64.93,27.12,42.56,65245.17,16441.51,3702.93,0,33168.4,0.144372345,0.180215995,0.598275902,44785062.33,67,0.710166163,0,0.85,0,0,0
동화기업(주),A025900,2015,5,16,16,목재및나무제품제조업;가구제외,C,C3,1995.8.7,,7.64,-2.44,33.06,4.07,12.06,19.36,11.66,7.41,6.29,328.8,5.65,73.17,2,8.29,3.89,0,0,0,0,49.87,158.05,116.58,65.4,45.06,10.44,159.36,100.52,64.95,35.57,27.26,1.27,87.87,11.61,9.13,0.76,0.95,16.48,27.18,86.7,27.95,42.42,79975.09,12402.17,7910.59,0,33915.62,0.169090061,0.181553076,0.557030875,52062535.3,68,0.620718841,17.53,1.46,0,0,0
동화기업(주),A025900,2016,5,16,16,목재및나무제품제조업;가구제외,C,C3,1995.8.7,,5.86,8.06,14.81,-14.9,8.46,2.37,11.98,8.48,7.72,444.59,5.73,71.96,1.41,8.63,3.24,0,45.06,0.75,10.14,51.98,148.17,111.97,73.61,56.64,12.84,166.09,92.36,60.03,32.33,26.23,1.15,89.95,12.06,9.9,0.75,0.95,18.4,32.58,106.98,32.25,46.83,104314.97,8890.07,8409.05,0,34725.02,0.196376289,0.188996423,0.635867234,56560504.8,69,0.369554183,13.7,1.03,0,0,0
동화기업(주),A025900,2017,5,16,16,목재및나무제품제조업;가구제외,C,C3,1995.8.7,,1.09,0.6,-0.64,13.88,4.78,12.76,11.7,7.99,7.26,445.69,5.69,72.56,1,8.95,2.96,0,52.57,0.83,11.38,53.96,143.48,106.81,82.05,60.37,7.83,208.16,85.33,51,34.33,24.21,1.21,101.43,13.32,11.35,0.83,1.02,23.13,37.64,112.05,36.36,40.7,115249.62,7109.82,8887.45,0,38353.25,0.15935485,0.141448312,0.426497399,65045698,70,0.229958307,10.69,0.99,0,0,0
동화기업(주),A025900,2018,5,16,16,목재및나무제품제조업;가구제외,C,C3,1995.8.7,,0.46,-2.2,2.36,6.76,7.05,-2.42,11.06,6.71,7.02,456.79,4.85,76.7,1.22,8.62,3.39,0,76.08,1.13,8.33,55.17,139.55,111.4,74.48,53.95,6.35,144.65,81.25,55.98,25.27,24.72,1.14,98.98,12.35,10.06,0.8,1.01,17.27,28.89,86.11,27.95,42.89,91125.8,8519.94,4206.32,0,38813.69,0.20841237,0.173534401,0.611754246,64932380.4,71,0.316702469,9.69,0.86,0,0,0
동화기업(주),A025900,2019,5,16,16,목재및나무제품제조업;가구제외,C,C3,1995.8.7,,17.15,5.99,14.84,27.66,2.59,-5.6,8.15,6.05,5.3,303.12,3.98,77.54,1.44,10.04,3.28,0,24.8,0.48,9.45,47.04,164.64,105.59,84.62,58.69,5.62,232.42,112.58,56.66,55.92,35.84,1.06,78.5,13.66,8.08,0.7,0.93,15.1,28.83,90.44,30.32,48.78,106111.74,9774.35,2722.69,0,48033.69,0.060282267,0.058417882,0.207043202,65139961.87,72,0.316983409,7.93,0.66,0,0,0
동화기업(주),A025900,2020,5,16,16,목재및나무제품제조업;가구제외,C,C3,1995.8.7,,10.12,12.84,12.79,-5.61,4.83,3.83,8.97,5.41,4.33,221.48,3.35,76.05,1.47,10.75,2.52,0,0,0,0,44.19,174.01,106.98,82.16,61.09,10.47,177.74,126.28,63.62,62.66,38.15,1.08,70.28,16.8,7.7,0.64,0.89,14.21,29.75,101.63,30.26,47.09,106127.38,10378.71,1848.36,0,55015.48,0.165481377,0.197830427,0.712419135,63699233.33,73,0.713675247,31.37,1.89,0,0,0
동화기업(주),A025900,2021,5,16,16,목재및나무제품제조업;가구제외,C,C3,1995.8.7,,11.63,11.18,23.76,41.32,12.99,25.17,11.25,6.01,6.68,372.55,3.83,74.82,0.93,9.9,2.12,0,0,0,0,45.42,163.79,104.93,87.98,62.22,6.07,142.67,120.18,64.09,56.09,35.25,1.24,87.96,15.24,8.22,0.73,0.99,15.25,28.14,79.69,28.97,46.73,126217.33,8240.61,2118.88,0,59369.01,0.13058809,0.160656137,0.444879731,77199942.57,74,0.55619259,75.65,3.59,0,0,0
동화기업(주),A025900,2022,5,16,16,목재및나무제품제조업;가구제외,C,C3,1995.8.7,,4.25,1.29,-7.12,54.52,6.12,18.02,6.58,3.94,5.93,361.98,3.32,80.28,1.57,10.03,3.31,0,0,0,0,41.78,184.73,114.19,70.4,36.11,5.21,194.54,139.34,77.57,61.77,39.18,1.4,103.8,17.23,6.51,0.8,1.1,14.91,28.99,85.87,25.01,47.62,131078.52,16676.73,826.83,0,69243.55,0.025258067,0.032724236,0.09909157,83304532.67,75,0.485817954,23,1.45,0,0,0
디아이티(주),A110990,2020,5,29,29,기타기계및장비제조업,C,C10,2018.8.7,,16.66,-2.03,18.49,44.95,-1.65,-75.92,-6.76,5.17,0.87,78.27,0.72,84.05,2.13,10.38,676.04,0,0,0,0,50.17,26.73,26.64,174.31,88.6,19.95,218.96,99.33,99.02,0.31,0.11,0.17,15.13,5.61,0.24,0.65,0.94,5.99,67.5,21997.78,70.83,107.24,21720.82,776.11,0,0,1645.04,0.010118973,0.008454674,0.080499564,6590902.433,16,0.52356714,13.49,1.05,0,0,0
디아이티(주),A110990,2021,5,29,29,기타기계및장비제조업,C,C10,2018.8.7,,-5.57,-5.65,-7.41,-9.99,-0.75,166.12,-7.75,-1.91,-0.86,-77.06,-0.01,96.7,1.7,10.17,572.06,0,0,0,0,52.73,28.62,28.5,180.45,94.2,14.75,219.93,89.65,89.24,0.42,0.17,0.45,40.26,11.94,0.56,1.63,2.61,6.18,69.67,13144.06,25.92,106.92,21089.6,1429.17,0,0,1495.58,-0.053814973,-0.050860027,-0.413380487,7145709.433,17,0.511757058,115.56,1.04,0,0,0
디아이티(주),A110990,2022,5,29,29,기타기계및장비제조업,C,C10,2018.8.7,,-20.14,-25.26,-26.07,-52.38,5.67,74.62,4.17,6.98,5.36,490.44,3.12,87.11,-0.24,12.18,466.61,0,290.11,3.06,58.99,69.76,30.67,30.53,262.9,181.96,20.35,222.37,43.35,42.86,0.49,0.14,0.77,70.3,24.74,1.39,2.59,5.37,13.19,158.9,23554.89,25.31,61.62,20719.62,-309.49,0,0,1511.07,0.069162194,0.04555177,0.170919195,10960011.3,18,0.374362933,0,0.58,0,0,0
디에스티(주),A033430,2017,4,29,46,도매및상품중개업,G,,1998.5.25,2021.9.2,-24.02,-17.93,-33.37,14.6,13.47,6.2,11.71,9.73,11.05,6.58,11.12,58.66,11.3,16.81,18.33,0,0,0,0,3.41,1456.28,1115.22,52.62,40.57,1.78,278.21,2828.51,2797.93,30.58,36.41,4.96,1.3,7.92,5.15,1.05,2.86,18.41,105.38,925.4,33.17,34,3739.51,4465.28,269.19,0,1779.33,-0.072728958,-0.680506369,-0.848311569,3610888.3,23,0,0,1.92,0,0,0
디에스티(주),A033430,2018,4,29,29,기타기계및장비제조업,C,C10,1998.5.25,2021.9.2,-4.57,-67.28,25.17,12.52,9.58,-16.76,3.9,-6.1,-9.76,-33.46,2.64,54.48,7.78,13.62,20.17,0,0,0,0,30.79,110.64,107.26,96.62,76.74,4.4,373.58,224.81,221.66,3.15,33.99,2.82,5.61,10.2,3.78,1.12,3.99,3.88,64.76,229.56,8.01,197.12,4358.54,3228.11,289.27,0,1066.29,-0.11551202,-0.572838148,-0.606123768,3022393,24,0.628610649,27.53,2.84,0,0,0
디에스티(주),A033430,2019,4,29,29,기타기계및장비제조업,C,C10,1998.5.25,2021.9.2,-4.36,339.47,-36.84,-98.24,-76.57,-24.6,-19.88,-86.4,-164.98,-308.67,-24.02,56.09,10.82,18.08,38.62,0,0,0,0,7.08,797.13,562.94,48.4,48.13,2.11,218.63,1312.06,1270.45,41.6,25.99,1.94,3.58,10.11,5.29,0.83,2.26,-13.8,-50.16,-1842.49,-36.17,0,4684.71,4585.93,37.92,0,1144.46,0.00738346,0.031074124,0.061847581,2179714.067,25,0.835397253,0,3.09,0,0,0
디에스티(주),A033430,2020,4,29,29,기타기계및장비제조업,C,C10,1998.5.25,2021.9.2,2.56,-1.51,8.37,-9.74,-17.45,-13.09,-16.64,-14.71,-70.01,-40.28,8.01,62.34,22.04,21.98,57.26,0,0,0,0,5.58,967.46,429.63,52.63,52.38,0.53,170.01,1692.1,1566.92,125.18,30.92,5.18,2.76,7.68,139.94,0.59,1.21,18.6,70.38,3177.97,57.51,45.93,4777.39,7083.44,39.88,0,1161.4,0.008389447,0.124324321,0.153708576,1625787.9,26,0.694077277,0,5.78,0,0,0
디엑스앤브이엑스(주),A180400,2018,5,72,72,"건축기술,엔지니어링및기타과학기술서비스업",M,,2015.11.20,,0,0,0,0,0,0,-150.46,-213.9,-46.6,-117.39,-13.63,115.68,16.57,6.75,9.82,0,0,0,0,39.8,167.02,95.49,110.34,107.4,42.72,116.9,151.28,76.36,74.92,56.55,0.22,0.55,11.36,9.72,0.13,0.61,-2.57,-17.95,-41.32,-29.61,0,5914.89,3005.17,257.72,0,509.72,-0.261908011,-0.309690028,-7.09224861,389731.7,18,0.777487299,0,3.53,0,0,1
디와이피엔에프(주),A104460,2014,5,29,29,기타기계및장비제조업,C,C10,2009.12.22,,-8.19,6.76,-10.88,113,6.4,7.58,6.31,4.8,6.94,70.62,3.91,84.54,-0.32,8.61,4.43,0,22.77,2.14,29.85,67.44,36.78,35.16,255.33,253.57,36.08,132.63,48.28,43.67,4.61,13.18,1.4,14.31,3.75,239.7,3.69,6.83,18.19,132.18,5003,19.98,62.14,9517.45,-238.13,0,385.98,577.55,-0.101627297,-0.061550845,-0.146799443,7505889.5,16,0.345724213,65.29,0.9,0,0,0
디와이피엔에프(주),A104460,2015,5,29,29,기타기계및장비제조업,C,C10,2009.12.22,,12,-12.22,1.31,5.97,2.09,4.65,3.84,1.9,4.4,46.66,1.43,84.3,-0.31,6.97,3.4,0,22.77,2.05,31.42,60.81,52.59,50.56,185.08,183.75,35.93,114.22,64.43,60.43,4,12.33,1.41,14.98,5.47,178.96,3.14,7.37,17.33,160.69,9292.12,20.37,78.93,12900.9,-246.84,0,420.42,636.52,0.214899695,0.121193123,0.305156025,7927790.233,17,0.620822283,18.59,1.28,0,0,0
디와이피엔에프(주),A104460,2016,5,29,29,기타기계및장비제조업,C,C10,2009.12.22,,7.17,95.94,8.67,-64.86,0.97,15.09,1.76,-0.39,0.69,7.37,-0.45,89.23,-0.08,6.17,3.19,0,18.97,1.75,0,56,55.41,54.97,158.36,157.99,32.31,139.4,78.58,77.78,0.8,9.02,1.62,17.23,4.33,296.22,3,6.13,13.16,66.73,11143.1,14.41,95.71,12729.77,-75.94,0,472.54,555.5,0.033719392,0.024095945,0.041852549,9266058.233,18,0.558852735,20.3,0.93,0,0,0
디와이피엔에프(주),A104460,2017,5,29,29,기타기계및장비제조업,C,C10,2009.12.22,,-7.22,-33.8,-8.61,2.48,-7.51,3.35,2.55,-2.98,-4.73,-49.24,-2.9,88.68,0.02,7.35,2.83,0,0,0,0,56.23,57.02,56.72,156.27,155.86,37,116.83,77.84,77.32,0.53,9.19,1.75,17.81,4.22,581.47,3.11,5.76,9.6,68.21,4994.74,9.43,123.67,11130.37,20.8,0,490.89,480.51,0.063218639,0.049453106,0.084154785,10146161.8,19,0.209443694,0,0.67,0,0,0
디와이피엔에프(주),A104460,2018,5,29,29,기타기계및장비제조업,C,C10,2009.12.22,,41.96,187.31,38.86,43.97,-8.68,17.47,11.95,8.93,20.26,193.71,8.88,77.34,0.06,6.81,2.5,0,26.77,2.82,12.73,35.79,93.72,80.24,114.19,113.88,16.99,200.41,179.38,162.58,16.8,13.12,2.23,20.92,6.59,553.16,3,4.39,20.69,82.39,2474.73,24.58,42.43,11689.07,61.87,1072.82,498.74,511.77,0.135942697,0.1713476,0.18437988,13174176.7,20,0.360253098,0,0.99,0,0,0
디와이피엔에프(주),A104460,2019,5,29,29,기타기계및장비제조업,C,C10,2009.12.22,,18.88,9.73,21.36,874.24,40.3,47.74,17.11,12.73,36,394.73,14.57,76.37,0.12,8.32,2.93,0,62.46,4.74,15.76,42.51,75.64,67.77,129.1,126.3,25.69,167.34,135.23,123.62,11.62,8.63,2.88,30.91,9.57,128.92,3.47,4.17,28.83,110.07,2051.41,27.56,30.96,14126.95,163.35,2546.47,809.64,989.21,0.258453267,0.396823516,0.448024611,15290084.73,21,0.414971388,11.17,2.59,0,0,0
디와이피엔에프(주),A104460,2020,5,29,29,기타기계및장비제조업,C,C10,2009.12.22,,-3.15,20.73,-14.67,-65.8,32.97,28.19,15.73,12.25,32.49,484.58,16.8,77.64,0.1,8.15,1.69,0,74.95,4.36,16.25,58.67,68.56,58.39,192.17,190.5,65.82,164.9,70.44,53.02,17.42,15.8,2.7,39.63,13.02,135.79,3.77,4.62,50.77,187.33,3152.29,36.66,48.76,37944.73,181.51,4940.64,1109.85,1327.01,0.133471584,0.131024651,0.152587646,19450275.37,22,0.629882877,8.91,3.08,0,0,0
